MangaID,Genre,Author
4472,"Drama,Romance,Shoujo","Mizusawa, Megumi (Story & Art)"
4473,"Romance,Shoujo","Hayashi, Mikase (Story & Art)"
4474,"Adventure,Comedy,Fantasy,Romance,School,Shoujo","Miyagi, Riko (Story & Art)"
4475,"Romance,Shoujo,Sports","Shigano, Iori (Story & Art)"
4476,"Comedy,Mystery,Drama,Romance,Shoujo,Gender Bender","Oobayashi, Miyuki (Story & Art)"
4477,"Romance,Shoujo","Aikawa, Saki (Story & Art)"
4478,"Romance,School,Shoujo,Slice of Life","Miyasaka, Kaho (Story & Art)"
4479,"Comedy,Romance,Sci-Fi,Shounen,Harem","Okuda, Hitoshi (Story & Art)"
4480,"Action,Comedy,Drama,Ecchi,School,Sci-Fi,Seinen,Gender Bender","Ooi, Masakazu (Story & Art)"
4481,"Drama,Romance,Shoujo","Shinjou, Mayu (Story & Art)"
4483,"Action,Comedy,Parody,Josei","Shimamoto, Kazuhiko (Story & Art)"
4485,Slice of Life,"Kanno, Aya (Story & Art)"
4487,"Comedy,Drama,Historical,Romance,Shoujo","Kim, Hee Eun (Story & Art)"
4488,"Action,Adventure,Supernatural,Josei","Yugyoji, Tama (Story & Art)"
4493,"Mystery,Drama,Supernatural,Josei","Hosaka, Ayumu (Story), Hasumi, Natsume (Art)"
4497,"Comedy,Romance,Shoujo",Kaori (Story & Art)
4498,"Drama,Fantasy,Romance,Shoujo","Nanase, Aoi (Story & Art)"
4499,"Comedy,Drama,Romance","Enue, Kei (Story & Art)"
4500,"Drama,Romance,Shoujo",Maria (Story & Art)
4501,"Romance,Shoujo","Kanou, Noriko (Story & Art)"
4502,"Comedy,Drama,Fantasy,Romance,Shoujo",Kayono (Story & Art)
4504,Shoujo,"Kotou, Matsu (Story & Art)"
4505,"Adventure,Comedy,Fantasy,Shounen","Yoshimizu, Kagami (Story), Akariryuryuha (Art)"
4510,"Comedy,Romance,Shoujo","Mamura, Mio (Story & Art)"
4511,"Romance,Shoujo","Yoshihara, Nozomi (Story & Art)"
4512,Yaoi,"Yamakawa, Junichi (Story & Art)"
4513,"Romance,Supernatural,Josei","Ohmi, Tomu (Story & Art)"
4514,"Drama,Romance,School,Shoujo","Minami, Kanan (Story & Art)"
4515,"Comedy,Romance,Shoujo","Kurumatani, Haruko (Story & Art)"
4516,Shoujo,"Shimaki, Ako (Story & Art)"
4517,"Slice of Life,Josei","Sakurazawa, Erica (Story & Art)"
4518,"Drama,Romance,Shoujo","Matsuno, Mika (Story & Art)"
4519,"Mystery,Drama,Sci-Fi,Seinen","Gonzo (Story), Maeda, Mahiro (Story & Art), Dumas, Alexandre (Story), Ariwara, Yura (Story)"
4520,Shoujo,"Yoshihara, Nozomi (Story & Art)"
4521,"Drama,Romance,Shoujo","Watanabe, Shiho (Story & Art), Shigano, Iori (Story & Art), Ayukawa, Mio (Story & Art), Ibuki, Kaede (Story & Art), Murata, Yuka (Story & Art), Harushiro, Amami (Story & Art)"
4522,"Drama,Romance,Shoujo","Shinjou, Mayu (Story & Art), Kurumatani, Haruko (Story & Art), Ayukawa, Mio (Story & Art), Kousaka, Yuuka (Story & Art), Uchuuda, Kai (Story & Art), Murata, Yuka (Story & Art)"
4523,"Comedy,Romance,Shoujo","Takeuchi, Masami (Story & Art)"
4525,"Romance,Shoujo","Sasaki, Yuna (Story & Art)"
4526,Shoujo,"Nagae, Tomomi (Story & Art)"
4527,"Drama,Romance,Josei","George, Asakura (Story & Art)"
4528,"Yaoi,Doujinshi","Sakurai, Shushushu (Story & Art)"
4529,"Romance,School,Shoujo","Anisaki, Yuna (Story & Art)"
4530,"Romance,Shoujo","Shinjou, Mayu (Story & Art)"
4531,"Romance,School,Shoujo","Jinna, Mai (Story & Art)"
4532,"Adventure,Drama,Historical,Romance,Shoujo","Lin, Yu-Chin (Story & Art)"
4533,Yaoi,"Kinoshita, Keiko (Story & Art)"
4535,Yaoi,"Kaiya, Tatsumi (Story & Art)"
4536,"Drama,Fantasy,Vampire,Supernatural","Hidou, Ren (Story & Art)"
4538,"Action,Adventure,Drama,Martial Arts,Mecha,Sci-Fi,Shounen,Super Power","Toda, Yasunari (Art), Imagawa, Yasuhiro (Story)"
4539,"Comedy,Drama,Romance,Seinen","Oshima, Towa (Story & Art)"
4540,Shounen Ai,"Asou, Mitsuaki (Story & Art)"
4542,"Drama,Fantasy,Horror,Shoujo,Vampire,Supernatural","Kakinouchi, Narumi (Art), Hirano, Toshiki (Story)"
4543,"Adventure,Historical,Shoujo","Ueda, Rinko (Story & Art)"
4545,"Comedy,Drama,Romance,School,Shoujo,Slice of Life","Park, Jae Sung (Story)"
4546,"Romance,Shoujo","Usami, Maki (Story & Art)"
4547,"Drama,Romance,Shoujo","Osakabe, Mashin (Story & Art)"
4548,"Comedy,Drama,Shoujo","George, Asakura (Story & Art)"
4551,"Comedy,Romance,Shoujo,Slice of Life","Hayakawa, Tomoko (Story & Art)"
4552,"Action,Comedy,Martial Arts,Shounen","Maekawa, Takeshi (Story & Art)"
4553,"Drama,Psychological,Seinen","Furuya, Minoru (Story & Art)"
4562,"Comedy,Ecchi,Romance,Supernatural",
4565,"Romance,Shoujo","Nakahara, Aya (Story & Art)"
4566,"Action,Drama,Mecha,Sci-Fi","Oonogi, Hiroshi (Story)"
4567,"Comedy,Romance,School,Shoujo","Haruta, Nana (Story & Art)"
4568,"Romance,Shoujo","Utsugi, Sakuko (Story & Art)"
4570,"School,Shoujo","Yamada, Nanpei (Story & Art)"
4571,"Drama,Fantasy,Romance,Shoujo","Akizuki, Sorata (Story & Art)"
4572,Shoujo,"Nanba, Atsuko (Story & Art)"
4573,"Drama,Romance,School,Shoujo","Midorikawa, Yuki (Story & Art)"
4574,"Action,Adventure,Shounen,Supernatural","Matsueda, Naotsugu (Story & Art), Atlus (Story)"
4575,"Drama,Romance,Shoujo","Shiina, Ayumi (Story & Art)"
4576,"Comedy,Slice of Life","Kobako, Totan (Story & Art)"
4577,"Comedy,Romance,School,Shoujo","Kurumatani, Haruko (Story & Art)"
4578,"Romance,Shoujo","Washio, Mie (Story & Art)"
4579,"Comedy,Drama,Romance,Shoujo","Yoshimura, Akemi (Story & Art)"
4580,"Comedy,Romance,Shoujo","Matsumoto, Tomo (Story & Art)"
4581,"Drama,Romance,School,Shoujo","Choi, Kyung-ah (Story & Art)"
4582,"Drama,Shoujo,Gender Bender","Fujiwara, Kiyo (Story & Art)"
4583,"Comedy,Drama,Romance,School,Shoujo,Shounen Ai,Slice of Life","Lee, Kyung-ha (Story & Art)"
4584,"Comedy,Drama,School,Shoujo Ai,Seinen","Ikeda, Takashi (Story & Art)"
4585,"Shoujo Ai,Slice of Life,Josei","Takeuchi, Sachiko (Story & Art)"
4586,"Drama,Romance","Toda, Megumi (Story & Art)"
4587,"Shoujo,Sports","Fujiwara, Yuka (Story & Art)"
4588,"Comedy,Fantasy,School,Shoujo","Maita, Nao (Story & Art)"
4589,"Romance,Shoujo","Haruta, Nana (Story & Art)"
4590,"Romance,School,Shoujo","Shiiba, Nana (Story & Art)"
4591,"Action,Demons,Supernatural","Yumeno, Kazuko (Story & Art), Yasuhiko, Yoshikazu (Story & Art), Iwaaki, Hitoshi (Story & Art), Hiromoto, Shinichi (Story & Art), Tajima, Shouu (Story & Art), Kuroda, Iou (Story & Art), Kanzaki, Masaomi (Story & Art), Nagai, Go (Story & Art), Egawa, Tatsuya (Story & Art), Nagano, Noriko (Story & Art), Terada, Katsuya (Story & Art), Ishikawa, Ken (Story & Art), Miyama, Noboru (Story & Art), Tori, Miki (Story & Art), Hagiwara, Reiji (Story & Art), Takadera, Akihiko (Story & Art), Kaze, Shinobu (Story & Art)"
4592,"Action,Demons,Horror,Super Power,Supernatural,Seinen","Nagai, Go (Story), Kinutani, Yuu (Art)"
4593,"Romance,Shoujo","Toda, Megumi (Story & Art)"
4594,"Fantasy,Magic,Supernatural","Nasu, Kinoko (Story)"
4595,Yaoi,"Hashiba, Noriko (Story & Art)"
4596,"Romance,Shoujo","Ibuki, Misato (Story & Art)"
4599,"Action,Historical,Military,Seinen","Satou, Daisuke (Story), Itou, Yuu (Art)"
4600,"Comedy,Romance,School,Shoujo","Sato, Zakuri (Story & Art)"
4602,"Romance,School,Shoujo","Usami, Maki (Story & Art)"
4603,"Comedy,Fantasy,Romance","Touma, Yumi (Story), Matsubara, Hidenori (Art)"
4605,"Historical,Romance,Shoujo","Lin, Qing Hui (Story & Art)"
4607,"Fantasy,Game,School,Shounen","Hirai, Rin (Story), Haruno, Makoto (Art)"
4608,"Action,Drama,Fantasy,Mecha,Shounen,Military","Yoshinaga, Yunosuke (Story & Art)"
4610,"Action,Adventure,Comedy,Drama,Ecchi,Fantasy,Romance,Sci-Fi","Tennouji, Kitsune (Story & Art)"
4611,"Action,Drama,Seinen","Takahashi, Keitarou (Story & Art)"
4612,"Action,Comedy,Ecchi,Sci-Fi,Super Power,Supernatural,Seinen","Imai, Kami (Story & Art)"
4613,"Action,Comedy,Ecchi,Historical,Romance,Shounen,Harem,Supernatural","Tanaka, Hosana (Story & Art)"
4614,"Action,Comedy,Mystery,Drama,Ecchi,Seinen","Serizawa, Naoki (Story & Art)"
4615,Slice of Life,"Taniguchi, Jiro (Art), Kusumi, Masayuki (Story)"
4617,"Action,Drama,Sci-Fi,Shounen,Super Power","Ishinomori, Shoutarou (Story & Art)"
4618,"Fantasy,Shounen","Bandai-Namco (Story), Fujimori, Ayumi (Story & Art)"
4623,"Mystery,Historical,Horror,Romance,Shoujo,Supernatural","Ima, Ichiko (Story & Art)"
4624,"Action,Comedy,Horror,Supernatural,Seinen","Go, Jin-Ho (Story & Art)"
4625,"Adventure,Mystery,Drama,Sports,Seinen","Yumemakura, Baku (Story), Taniguchi, Jiro (Art)"
4626,"Romance,Shoujo","Aikawa, Saki (Story & Art)"
4628,"Horror,Shoujo,Supernatural","Ito, Junji (Story & Art)"
4631,"Adventure,Drama,Romance,Shoujo","Saitou, Chiho (Story & Art)"
4632,"Drama,Slice of Life,Psychological,Seinen","Asano, Inio (Story & Art)"
4633,"Comedy,School,Shoujo,Slice of Life","Sasaki, Noriko (Story & Art)"
4634,"Romance,Shoujo","Kanou, Noriko (Story & Art)"
4636,"Yaoi,Doujinshi","Murakami, Maki (Story)"
4640,"Romance,Shoujo","Yabuuchi, Yuu (Story & Art)"
4642,"Fantasy,Horror,Doujinshi","Furuya, Usamaru (Story & Art), Abe, Yoshitoshi (Story & Art), Nihei, Tsutomu (Story & Art), Manabe, Shohei (Story & Art), Nihonbashi, Yowoko (Story & Art), Ono, Natsume (Story & Art), Miyake, Ranjou (Story & Art), Yamazaki, Mari (Story & Art), Enomoto, Shunji (Story & Art), Suzukin, Kario (Story & Art), Yasuda, Hiroyuki (Story & Art), Yamada, Sansuke (Story & Art)"
4645,"Yaoi,Doujinshi","Murakami, Maki (Story & Art)"
4646,"Drama,Shounen","Saiki, Junichi (Story & Art)"
4647,"Action,Mystery,Martial Arts,Romance,School,Slice of Life","Kagesaki, Yuna (Story & Art)"
4648,"Comedy,Seinen","Karasawa, Nawoki (Story & Art)"
4649,"Comedy,Fantasy,Romance,Shoujo","Yagami, Chitose (Story & Art)"
4650,"Action,Demons,Fantasy,Shounen,Supernatural","Shiki, Satoshi (Art), Ida, Tatsuhiko (Story)"
4654,"Romance,School,Shoujo","Saijou, Ayano (Story & Art)"
4657,"Romance,Shoujo","Watanabe, Shiho (Story & Art)"
4658,"Action,Adventure,Comedy,Mystery,Drama,Historical,Shounen,Supernatural,Psychological","Arakawa, Hiromu (Art), Inoue, Makoto (Story)"
4659,"Comedy,Fantasy,Romance,School","Ochiai, Yukari (Story)"
4660,"Drama,Fantasy","Iwaoka, Hisae (Story & Art)"
4662,Yaoi,"Miyamoto, Kano (Story & Art)"
4664,"Music,Romance,Shoujo","Kitagawa, Miyuki (Story & Art)"
4665,"Adventure,School,Sci-Fi,Shoujo","Tachibana, Kaimu (Story & Art)"
4667,"Music,Romance,Shoujo","Ukyou, Ayane (Story & Art)"
4672,"Ecchi,Romance,Josei","Ayukawa, Mio (Story & Art)"
4678,"Romance,Josei","Narukami, Yutta (Story & Art)"
4679,"Romance,School,Shoujo","Shigano, Iori (Story & Art)"
4681,"Action,Adventure,Mystery,Shoujo","Taira, Shino (Art), Ichiju, Yuko (Story)"
4683,"Romance,School,Shoujo","Yamada, Komomo (Story & Art)"
4684,"Romance,Shoujo","Yamada, Komomo (Story & Art)"
4685,"Drama,Romance,Shoujo","Yumachi, Shin (Story & Art), Shinjou, Mayu (Story & Art), Osakabe, Mashin (Story & Art), Doumoto, Nao (Story & Art), Yamada, Komomo (Story & Art)"
4686,"Drama,Romance,Shoujo","Yamada, Komomo (Story & Art)"
4687,"Romance,School,Shoujo","Yamada, Komomo (Story & Art)"
4689,"Comedy,Music,Romance,School,Shoujo","Sugiura, Kei (Story & Art)"
4694,"Romance,School,Shoujo","Sugi, Emiko (Story & Art)"
4695,Horror,"Ko, Ya Seong (Story & Art)"
4698,"Drama,Romance,Shoujo","Sakou, Watari (Story & Art)"
4723,,"Asami, Miyabi (Story & Art)"
4724,"Fantasy,Romance,School,Shoujo","Nakahara, An (Story & Art)"
4727,"Fantasy,Romance,School,Shoujo","Matsumoto, Natsumi (Story & Art)"
4740,"Hentai,Sci-Fi,Yuri,Doujinshi,Gender Bender",Q (Story & Art)
4741,Hentai,"Yonekura, Kengo (Story & Art)"
4742,"Action,Adventure,Horror,Sci-Fi,Seinen","Ishinomori, Shoutarou (Story), Muraeda, Kenichi (Art)"
4743,"Romance,Shoujo,Psychological","Yuki, Kaori (Story & Art)"
4744,"Comedy,Romance,Shoujo","Fujisaki, Mao (Story & Art)"
4745,"Drama,Shoujo","Miyasaka, Kaho (Story & Art)"
4746,"Action,Comedy,Shounen,Supernatural","Nanto, Hanamaru (Story & Art)"
4751,"Action,Drama,Sci-Fi,Shounen,Super Power","Ishinomori, Shoutarou (Story & Art)"
4757,"Fantasy,Yaoi","Asato, Eiri (Story & Art)"
4758,"Mystery,Romance,Shoujo,Supernatural","Shinohara, Chie (Story & Art)"
4759,"Drama,Fantasy,School,Shoujo","Onodera, Akira (Story & Art)"
4760,"Demons,Drama,Historical,Romance","Higuri, You (Story & Art)"
4762,"Fantasy,Supernatural","Kirihata, Ayumi (Art), Matsuhisa, Atsushi (Story), Tanaka, Wataru (Story)"
4763,"Drama,Romance,Shoujo","Mashiba, Hiromi (Story & Art)"
4764,"Drama,Romance,Shoujo","Yura, Riho (Story & Art)"
4765,Shoujo,Aruko (Story & Art)
4768,"Romance,Seinen","Yumeka, Sumomo (Story & Art)"
4769,"Action,Comedy,Supernatural,Josei","Kisaragi, Yoshinori (Story & Art)"
4770,"Comedy,Romance,Josei","Won, Soo-yeon (Story & Art)"
4771,"Comedy,Fantasy","Son, Hee-Joon (Story & Art)"
4772,"Comedy,Romance","Takasuka, Yue (Story & Art)"
4773,"Romance,School,Shoujo","Oda, Aya (Story & Art)"
4778,"Comedy,Yaoi","Hashida, Yukari (Story & Art)"
4780,"Comedy,Ecchi,Fantasy,Harem,Supernatural,Seinen","Nakayama, Bunjuro (Story), Higa, Yukari (Art)"
4783,"Comedy,Yaoi","Amasaki, Yoshimi (Story & Art)"
4786,Yaoi,"Shimazaki, Tokiya (Story & Art)"
4795,"Action,Drama,Fantasy,Historical,Samurai,Shounen","Shizuka, Kaoru (Story)"
4797,"School,Shoujo",Emura (Story & Art)
4799,Shoujo,Emura (Story & Art)
4800,"Comedy,Fantasy,Romance,Yaoi","Fujiyama, Hyouta (Story & Art)"
4801,"Drama,Romance,Shoujo","Fujisaki, Mao (Story & Art)"
4802,"Romance,School,Shoujo","Fujisaki, Mao (Story & Art)"
4803,"Romance,Shoujo","Fujisaki, Mao (Story & Art)"
4804,Shoujo,"Fujisaki, Mao (Story & Art)"
4805,"Comedy,Romance,School,Shoujo","Hagio, Akira (Story & Art)"
4806,"Drama,Romance,School,Shoujo","Tachibana, Yutaka (Story & Art)"
4808,Shounen Ai,"Mishima, Kazuhiko (Story & Art)"
4809,"Comedy,Magic,Romance,Shoujo","Tachibana, Yutaka (Story & Art)"
4814,"Adventure,Sci-Fi","Lucas, George (Story), Tamaki, Hisao (Art)"
4817,"Supernatural,Seinen","Kuroda, Iou (Story & Art)"
4820,Yaoi,"Kouga, Youichirou (Story & Art)"
4826,"School,Shoujo,Supernatural","Kuwata, Noriko (Story & Art)"
4828,"Comedy,Slice of Life","Kuwata, Noriko (Story & Art)"
4832,Shoujo,"Takamiya, Satoru (Story & Art)"
4833,"Comedy,Ecchi,School,Shounen,Supernatural","Amatsu, Sae (Story & Art)"
4839,"Action,Romance,Shounen Ai,Yaoi","Kanzaki, Takashi (Story & Art)"
4840,"Comedy,Romance,Shoujo","Hayano, Akari (Story)"
4844,"Comedy,Drama,Romance,School,Sci-Fi,Shounen","Marukawa, Tomohiro (Story & Art)"
4845,"Fantasy,Magic,Romance,Shoujo,Shoujo Ai,Shounen Ai","Yamada, Nanpei (Story & Art)"
4846,"Sci-Fi,Sports,Seinen","Kuroda, Iou (Story & Art)"
4848,Sci-Fi,"Tanaka, Tatsuyuki (Story & Art)"
4849,Yaoi,"Agawa, Kouko (Story & Art)"
4861,Yaoi,"Rokuya, Sanae (Story & Art)"
4862,Yaoi,"Fuwa, Kiriko (Story & Art)"
4868,Yaoi,"Kano, Shiuko (Story & Art)"
4869,"Drama,Yaoi","Hiiro, Reiichi (Story & Art)"
4871,"Romance,Shoujo","Takeuchi, Kozue (Story & Art)"
4879,"Comedy,Fantasy,Magic,Romance,Shoujo","Iisaka, Yukako (Story & Art)"
4893,"Comedy,Fantasy,Romance,Shoujo","Kikuchi, Kumiko (Story & Art)"
4895,"Comedy,Drama,Romance,Shoujo","Cha, Kyung Hee (Story & Art)"
4900,"Drama,Fantasy,Romance,Sci-Fi,Shoujo,Shoujo Ai,Shounen Ai,Supernatural",Wann (Story & Art)
4901,"Historical,Romance,Shoujo","Kiuchi, Tatsuya (Story & Art)"
4902,"Comedy,Drama,Romance,Shoujo","Kuramochi, Mari (Story)"
4907,Yaoi,"Takami, Jiro (Story), Kitazawa, Jinko (Art)"
4908,Yaoi,"Takami, Jiro (Story & Art)"
4911,"Shounen,Supernatural","Kano, Yasuhiro (Story & Art)"
4940,"Comedy,Drama,Mecha,Sci-Fi","Kizuki, Miki (Art), Satou, Dai (Story)"
4941,"Mystery,Shounen","Obata, Takeshi (Art), Ohba, Tsugumi (Story)"
4942,"Drama,Romance,Shoujo",Wann (Story & Art)
4943,"Comedy,Drama,Romance,School,Shoujo",Wann (Story & Art)
4944,"Comedy,Romance,School,Shoujo","Lee, Eun-Young (Story & Art)"
4945,Shounen,"Takahashi, Yoshihiro (Story & Art)"
4946,"Romance,Shoujo","Oouchi, Natsumi (Story & Art)"
4954,Shoujo,"Shiina, Karuho (Story & Art)"
4957,"Drama,Romance,Shoujo","Makimura, Kumi (Story & Art)"
4959,"Slice of Life,Supernatural,Seinen","Igarashi, Daisuke (Story & Art)"
4960,"Drama,Romance,School,Shoujo,Sports","Kimi, Mi-jung (Story & Art)"
4961,"Drama,Shoujo,Slice of Life","Yoon, Ji Woon (Story)"
4962,"Romance,Shoujo","Yukimaru, Moe (Story & Art)"
4963,"Drama,Seinen","Toume, Kei (Story & Art)"
4964,"Drama,Shoujo","Miyauchi, Saya (Story & Art)"
4966,"Mystery,Seinen","Toume, Kei (Story & Art)"
4967,Fantasy,"Toume, Kei (Story & Art)"
4969,"Drama,Seinen","Toume, Kei (Story & Art)"
4971,Fantasy,"Manabe, Jouji (Story & Art)"
4974,"Drama,Romance,Shoujo Ai","Kimino, Sakurako (Story), Takumi na Muchi (Art)"
4988,"Drama,Shoujo","Miyauchi, Saya (Story & Art)"
4991,"Drama,Romance,Shoujo","Shinjou, Mayu (Story)"
4992,"Romance,Yuri,Slice of Life","Takashima, Rica (Story & Art)"
4994,"Romance,Shoujo","Sakura, Amyuu (Story & Art)"
4998,"Fantasy,Magic,School,Shoujo","Mizusawa, Megumi (Story & Art)"
4999,"Drama,Romance","Wakatsuki, Senju (Story & Art)"
5000,"Comedy,Drama,Magic,Romance,Yuri,Supernatural","Fujieda, Miyabi (Story & Art)"
5007,"Drama,Romance,Shoujo","Honda, Chiharu (Art), Oota, Saki (Story)"
5008,"Romance,Shoujo","Toumori, Miyoshi (Story & Art)"
5012,"Action,Adventure,Fantasy,Seinen","Terada, Katsuya (Story & Art)"
5013,"Action,Romance,School,Shounen","Obata, Takeshi (Art), NISIO, ISIN (Story)"
5015,"Action,Adventure,Drama,Sci-Fi,Seinen","Otomo, Katsuhiro (Story), Nagayasu, Takumi (Art)"
5016,"Drama,Historical,Slice of Life,Supernatural","Taniguchi, Jiro (Story & Art)"
5019,Yaoi,"Araya, Miki (Story & Art)"
5020,Yaoi,"Araya, Miki (Story & Art)"
5021,Yaoi,"Ochi, Chifumi (Story & Art)"
5022,Yaoi,"Chiba, Ryouko (Story & Art)"
5025,Yaoi,"Jaryuu, Dokuro (Story & Art)"
5026,"Comedy,Romance,Yaoi","Natsume, Isaku (Story & Art)"
5027,"Drama,Romance,Yaoi","Okuda, Nanao (Story & Art)"
5029,"Drama,Romance,Shoujo","Fujitsuka, Yuki (Story & Art)"
5031,"Drama,Romance,Shoujo","Wata, Nobu (Story & Art)"
5032,"Drama,Romance,Shoujo","Ayahara, Sono (Story & Art)"
5034,"School,Shoujo","Oda, Aya (Story & Art)"
5035,"Romance,Shoujo","Yumachi, Shin (Story & Art)"
5038,"Adventure,Fantasy,Game","Kikuya, Megane (Art), CyberConnect2 (Story)"
5051,Comedy,Koge-Donbo* (Story)
5052,"Action,Demons,Horror,Sci-Fi,Supernatural,Seinen","Yanagisawa, Kazuaki (Story & Art)"
5053,Comedy,Koge-Donbo* (Story)
5057,"Romance,Shoujo","Ibuki, Kaede (Story & Art)"
5059,"Comedy,Drama,Shoujo","Imai, Yasue (Story & Art)"
5060,"Comedy,Romance,School,Sci-Fi,Shoujo","Suzuki, Julietta (Story & Art)"
5061,"Action,Adventure,Shoujo","Tamura, Yumi (Story & Art)"
5062,"Drama,Romance,Shoujo","Midorikawa, Yuki (Story & Art)"
5064,Yaoi,"Kiyoi, Kiriyu (Story & Art)"
5067,"Action,Mystery,Drama,Romance","Higuri, You (Art), Wada, Shinji (Story)"
5069,"Romance,Yaoi","Mamahara, Ellie (Story & Art)"
5072,"Action,Drama,Sci-Fi,Shoujo","Yamamoto, Kana (Art), Nitroplus (Story)"
5073,"Comedy,Romance,School,Shoujo","Yukimaru, Moe (Story & Art)"
5075,"Drama,Romance,Shoujo","Shigano, Iori (Story & Art)"
5076,"Romance,School,Shoujo","Touma, Rei (Story & Art)"
5078,"Comedy,Romance,Shoujo","Asami, Miyabi (Story & Art)"
5082,Yaoi,"Higashino, Yuu (Story & Art)"
5084,"Horror,Shoujo,Supernatural","Arai, Kiyoko (Story & Art), Oobayashi, Miyuki (Story & Art), Takamiya, Satoru (Story & Art), Komuro, Eiko (Story & Art), Ono, Eriko (Story & Art), Kagari, Junko (Story & Art), Kumazaki, Shinko (Story & Art), Yamada, Sakura (Story & Art)"
5086,"Romance,Shoujo","Sugiyama, Miwako (Story & Art)"
5090,"Drama,Shoujo,Slice of Life,Psychological","Yoshi (Story), Watanabe, Ayu (Art)"
5091,"Comedy,Romance,Shoujo,Sports","Yoshihara, Nozomi (Story & Art)"
5092,"Romance,School,Shoujo","Mizusawa, Megumi (Story & Art)"
5093,"Romance,Shoujo","Osakabe, Mashin (Story & Art)"
5095,Yaoi,"Suzuki, Tsuta (Story & Art)"
5096,"Action,Drama,Yaoi","Kodaka, Kazuma (Story & Art)"
5097,Yaoi,"Mamahara, Ellie (Story & Art), Mizuhashi, Takana (Story)"
5098,"Comedy,Shounen,Slice of Life","Ekusa, Takahito (Story & Art)"
5099,Yaoi,"Sakura, Haiji (Story & Art)"
5100,"Action,Fantasy,Yaoi,Supernatural","Ogasawara, Uki (Story & Art)"
5101,Yaoi,"Yamada, Sakurako (Story & Art)"
5102,"Drama,Romance,Yaoi","Suzuki, Tsuta (Story)"
5103,Yaoi,"Maruya, Kae (Story & Art)"
5104,"Fantasy,Yaoi","Enjin, Yamimaru (Story & Art)"
5105,Yaoi,"Ougi, Yuzuha (Story & Art)"
5106,"Action,Comedy,Yaoi","Kisaragi, Hirotaka (Story & Art)"
5107,Yaoi,"Sakuragi, Yaya (Story & Art)"
5108,"Drama,Historical,Yaoi","Inariya, Fusanosuke (Story & Art)"
5109,Drama,"Fujii, Rie (Story & Art)"
5110,"Drama,Slice of Life,Seinen","Asahi, Yuki (Story & Art)"
5111,"Comedy,Romance,Shoujo","Hibiki, Nami (Story & Art)"
5113,"Action,Comedy,Ecchi,Fantasy,Romance,Supernatural","Jung-man, CHO (Story & Art)"
5114,"Action,Comedy,Shounen","Oda, Eiichiro (Story & Art)"
5118,Fantasy,"Taniguchi, Jiro (Art), Moebius (Story)"
5119,"Action,Mystery,Drama,Ecchi,Horror,Psychological,Seinen,Thriller","Sanbe, Kei (Story & Art)"
5125,Shounen Ai,"Enjin, Yamimaru (Art), Eda, Yuuri (Story)"
5126,"Yaoi,Supernatural","Tojitsuki, Hajime (Story & Art)"
5127,Yaoi,"Sakurai, Ryou (Story & Art)"
5128,"School,Yaoi","Yamato, Nase (Story & Art)"
5130,"Drama,Yaoi","Minase, Masara (Art), Shuu, Kaori (Story)"
5132,"Comedy,Romance,School,Shoujo","Anan, Mayuki (Story & Art)"
5142,"School,Yaoi","Mishima, Kazuhiko (Story & Art)"
5144,"Sports,Yaoi","Momozuki, Haruka (Story & Art)"
5145,Yaoi,"Higashino, Yuu (Story & Art)"
5146,"Comedy,Shounen Ai,Yaoi","Koide, Mieko (Story & Art)"
5147,"Action,Adventure,Comedy,Fantasy,Shounen,Super Power","Hoshino, Katsura (Story & Art)"
5152,"Yaoi,Doujinshi","Yamato, Nase (Story & Art)"
5153,"Comedy,Romance,Yaoi","Suzuki, Tsuta (Story & Art)"
5154,"Comedy,Romance,Shoujo,Gender Bender","Hwang, Mi Ri (Story & Art)"
5156,"Comedy,Romance,Shoujo","Kim, Su Yeon (Story)"
5157,"Action,Martial Arts,Shounen","Itagaki, Keisuke (Story & Art)"
5158,"Demons,Mystery,Fantasy,Historical,Horror,Supernatural,Seinen","Ninagawa, Yaeko (Art)"
5161,Shounen Ai,"Sakura, Sakuya (Story & Art)"
5162,"Fantasy,Kids,Magic,Romance,School,Shoujo","Matsumoto, Natsumi (Story & Art)"
5164,Yaoi,"Sakura, Sakuya (Story & Art)"
5169,"Comedy,Drama,Romance,School,Shoujo","Yoshino, Mari (Story & Art)"
5170,"School,Shoujo","Hikawa, Kyouko (Story & Art)"
5171,"Drama,Romance,Shoujo","Kurahashi, Erika (Story & Art)"
5174,Shoujo,"Saitou, Chiho (Story & Art), Sawa, Mizue (Story)"
5176,"Comedy,Romance,School,Shoujo","Amano, Maron (Story & Art)"
5177,"Drama,Mecha,Sci-Fi,Shounen","Yasuhiko, Yoshikazu (Art), Fukui, Harutoshi (Story)"
5178,"Action,School,Sci-Fi,Shoujo","Min, Min (Story & Art)"
5180,"Hentai,Doujinshi","Kirin, Kakeru (Story & Art)"
5182,"Drama,Romance,Shoujo","Doumoto, Nao (Story & Art)"
5184,"Fantasy,Shoujo","Hiwatari, Saki (Story)"
5185,"Drama,Yaoi","Nitta, Youka (Story & Art)"
5186,"Comedy,Drama,Romance,School,Shoujo,Slice of Life","Nagata, Masami (Story & Art)"
5188,"Drama,Fantasy,Romance,Shoujo,Supernatural","Sakaki, Yuuka (Story & Art)"
5201,"Drama,Romance,Shoujo","Okazaki, Mari (Story & Art)"
